County,Date,Cases,Deaths,countyfp,Dem_RUCA,Dem_Desc,edr,planning.region,total.pop
Chippewa,5/5/2020,3,0,023,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,12040
Chisago,5/5/2020,13,1,025,D,Entirely urban,EDR 7E- East Central,Central,54297
Clay,5/5/2020,201,14,027,D,Entirely urban,EDR 4 - West Central,Northwest,62040
Clearwater,5/5/2020,2,0,029,B,Town/rural mix,EDR 2 - Headwaters,Northwest,8824
Cook,5/5/2020,NA,NA,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,5270
Cottonwood,5/5/2020,41,0,033,B,Town/rural mix,EDR 8 - Southwest,Southwest,11437
Crow Wing,5/5/2020,21,1,035,B,Town/rural mix,EDR 5 - North Central,Northwest,63505
Dakota,5/5/2020,241,11,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,414655
Dodge,5/5/2020,21,0,039,D,Entirely urban,EDR 10 - Southeast,Southeast,20485
Douglas,5/5/2020,10,0,041,B,Town/rural mix,EDR 4 - West Central,Northwest,36891
Faribault,5/5/2020,7,0,043,B,Town/rural mix,EDR 9 - South Central,Southwest,13966
Fillmore,5/5/2020,12,1,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,20825
Freeborn,5/5/2020,37,0,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,30619
Goodhue,5/5/2020,23,0,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,46138
Grant,5/5/2020,1,0,051,A,Entirely rural,EDR 4 - West Central,Northwest,5923
Hennepin,5/5/2020,2519,303,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,1224763
Houston,5/5/2020,1,0,055,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,18709
Hubbard,5/5/2020,NA,NA,057,B,Town/rural mix,EDR 2 - Headwaters,Northwest,20743
Isanti,5/5/2020,6,0,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,38584
Itasca,5/5/2020,13,0,061,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,45237
Jackson,5/5/2020,25,0,063,B,Town/rural mix,EDR 8 - Southwest,Southwest,10104
Kanabec,5/5/2020,2,0,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,15948
Kandiyohi,5/5/2020,200,1,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,42577
Kittson,5/5/2020,1,0,069,A,Entirely rural,EDR 1 - Northwest,Northwest,4384
Koochiching,5/5/2020,1,0,071,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,12776
Lac qui Parle,5/5/2020,2,0,073,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest,6840
Lake,5/5/2020,NA,NA,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,10578
Lake of the Woods,5/5/2020,NA,NA,077,A,Entirely rural,EDR 2 - Headwaters,Northwest,3841
Le Sueur,5/5/2020,26,0,079,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,27810
Lincoln,5/5/2020,3,0,081,A,Entirely rural,EDR 8 - Southwest,Southwest,5724
Lyon,5/5/2020,10,0,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,25789
Mahnomen,5/5/2020,2,0,087,A,Entirely rural,EDR 2 - Headwaters,Northwest,5500
Marshall,5/5/2020,7,0,089,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,9397
Martin,5/5/2020,110,4,091,B,Town/rural mix,EDR 9 - South Central,Southwest,20084
McLeod,5/5/2020,5,0,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,35816
Meeker,5/5/2020,17,0,093,B,Town/rural mix,EDR 6E- Southwest Central,Central,23105
Mille Lacs,5/5/2020,4,1,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,25635
Morrison,5/5/2020,7,0,097,B,Town/rural mix,EDR 5 - North Central,Northwest,32880
Mower,5/5/2020,33,0,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,39386
Murray,5/5/2020,20,0,101,A,Entirely rural,EDR 8 - Southwest,Southwest,8394
Nicollet,5/5/2020,16,2,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,33477
Nobles,5/5/2020,1069,1,105,B,Town/rural mix,EDR 8 - Southwest,Southwest,21854
Norman,5/5/2020,9,0,107,A,Entirely rural,EDR 1 - Northwest,Northwest,6589
Olmsted,5/5/2020,313,8,109,D,Entirely urban,EDR 10 - Southeast,Southeast,151685
Otter Tail,5/5/2020,19,0,111,B,Town/rural mix,EDR 4 - West Central,Northwest,57790
Pennington,5/5/2020,1,0,113,B,Town/rural mix,EDR 1 - Northwest,Northwest,14197
Pine,5/5/2020,60,0,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,29057
Pipestone,5/5/2020,4,0,117,B,Town/rural mix,EDR 8 - Southwest,Southwest,9229
Polk,5/5/2020,42,0,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,31564
Pope,5/5/2020,1,0,121,B,Town/rural mix,EDR 4 - West Central,Northwest,10932
Ramsey,5/5/2020,583,37,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,537893
Red Lake,5/5/2020,1,0,125,A,Entirely rural,EDR 1 - Northwest,Northwest,4017
Redwood,5/5/2020,3,0,127,B,Town/rural mix,EDR 8 - Southwest,Southwest,15430
Renville,5/5/2020,5,0,129,A,Entirely rural,EDR 6E- Southwest Central,Central,14798
Rice,5/5/2020,30,1,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,65251
Rock,5/5/2020,18,0,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest,9433
Roseau,5/5/2020,1,0,135,B,Town/rural mix,EDR 1 - Northwest,Northwest,15537
Scott,5/5/2020,74,1,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,141463
Sherburne,5/5/2020,71,1,141,D,Entirely urban,EDR 7W- Central,Central,92024
Sibley,5/5/2020,2,0,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,14888
St. Louis,5/5/2020,81,11,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,200294
Stearns,5/5/2020,815,2,145,C,Urban/town/rural mix,EDR 7W- Central,Central,155300
Steele,5/5/2020,25,0,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,36612
Stevens,5/5/2020,NA,NA,149,B,Town/rural mix,EDR 4 - West Central,Northwest,9759
Swift,5/5/2020,2,0,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,9448
Todd,5/5/2020,15,0,153,B,Town/rural mix,EDR 5 - North Central,Northwest,24423
Traverse,5/5/2020,2,0,155,A,Entirely rural,EDR 4 - West Central,Northwest,3357
Wabasha,5/5/2020,10,0,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,21490
Wadena,5/5/2020,3,0,159,B,Town/rural mix,EDR 5 - North Central,Northwest,13626
Waseca,5/5/2020,6,0,161,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,18898
Washington,5/5/2020,162,12,163,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,250979
Watonwan,5/5/2020,15,0,165,B,Town/rural mix,EDR 9 - South Central,Southwest,10936
Wilkin,5/5/2020,11,3,167,B,Town/rural mix,EDR 4 - West Central,Northwest,6398
Winona,5/5/2020,68,15,169,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,50992
Wright,5/5/2020,60,1,171,C,Urban/town/rural mix,EDR 7W- Central,Central,131130
Yellow Medicine,5/5/2020,3,0,173,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,9930
Aitkin,5/6/2020,1,0,001,A,Entirely rural,EDR 3 - Arrowhead,Northeast,15841
Anoka,5/6/2020,382,24,003,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,344861
Becker,5/6/2020,16,0,005,C,Urban/town/rural mix,EDR 4 - West Central,Northwest,33552
Beltrami,5/6/2020,6,0,007,B,Town/rural mix,EDR 2 - Headwaters,Northwest,45847
Benton,5/6/2020,59,1,009,C,Urban/town/rural mix,EDR 7W- Central,Central,39360
Big Stone,5/6/2020,2,0,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest,5039
Blue Earth,5/6/2020,53,0,013,D,Entirely urban,EDR 9 - South Central,Southwest,65767
Brown,5/6/2020,9,1,015,B,Town/rural mix,EDR 9 - South Central,Southwest,25243
Carlton,5/6/2020,61,0,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,35408
Carver,5/6/2020,51,0,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,98799
Cass,5/6/2020,7,0,021,B,Town/rural mix,EDR 5 - North Central,Northwest,28810
Chippewa,5/6/2020,4,0,023,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,12040
Chisago,5/6/2020,14,1,025,D,Entirely urban,EDR 7E- East Central,Central,54297
Clay,5/6/2020,215,14,027,D,Entirely urban,EDR 4 - West Central,Northwest,62040
Clearwater,5/6/2020,2,0,029,B,Town/rural mix,EDR 2 - Headwaters,Northwest,8824
Cook,5/6/2020,NA,NA,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,5270
Cottonwood,5/6/2020,42,0,033,B,Town/rural mix,EDR 8 - Southwest,Southwest,11437
Crow Wing,5/6/2020,21,1,035,B,Town/rural mix,EDR 5 - North Central,Northwest,63505
Dakota,5/6/2020,292,12,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,414655
Dodge,5/6/2020,21,0,039,D,Entirely urban,EDR 10 - Southeast,Southeast,20485
Douglas,5/6/2020,12,0,041,B,Town/rural mix,EDR 4 - West Central,Northwest,36891
Faribault,5/6/2020,8,0,043,B,Town/rural mix,EDR 9 - South Central,Southwest,13966
Fillmore,5/6/2020,12,1,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,20825
Freeborn,5/6/2020,38,0,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,30619
Goodhue,5/6/2020,23,0,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,46138
Grant,5/6/2020,1,0,051,A,Entirely rural,EDR 4 - West Central,Northwest,5923
Hennepin,5/6/2020,2764,325,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,1224763
Houston,5/6/2020,1,0,055,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,18709
Hubbard,5/6/2020,NA,NA,057,B,Town/rural mix,EDR 2 - Headwaters,Northwest,20743
Isanti,5/6/2020,7,0,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,38584
Itasca,5/6/2020,24,0,061,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,45237
Jackson,5/6/2020,25,0,063,B,Town/rural mix,EDR 8 - Southwest,Southwest,10104
Kanabec,5/6/2020,2,0,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,15948
Kandiyohi,5/6/2020,211,1,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,42577
Kittson,5/6/2020,1,0,069,A,Entirely rural,EDR 1 - Northwest,Northwest,4384
Koochiching,5/6/2020,1,0,071,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,12776
Lac qui Parle,5/6/2020,2,0,073,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest,6840
Lake,5/6/2020,NA,NA,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,10578
Lake of the Woods,5/6/2020,NA,NA,077,A,Entirely rural,EDR 2 - Headwaters,Northwest,3841
Le Sueur,5/6/2020,26,0,079,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,27810
Lincoln,5/6/2020,3,0,081,A,Entirely rural,EDR 8 - Southwest,Southwest,5724
Lyon,5/6/2020,11,0,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,25789
Mahnomen,5/6/2020,2,1,087,A,Entirely rural,EDR 2 - Headwaters,Northwest,5500
Marshall,5/6/2020,7,0,089,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,9397
Martin,5/6/2020,111,4,091,B,Town/rural mix,EDR 9 - South Central,Southwest,20084
McLeod,5/6/2020,6,0,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,35816
Meeker,5/6/2020,18,0,093,B,Town/rural mix,EDR 6E- Southwest Central,Central,23105
Mille Lacs,5/6/2020,5,1,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,25635
Morrison,5/6/2020,9,0,097,B,Town/rural mix,EDR 5 - North Central,Northwest,32880
Mower,5/6/2020,35,0,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,39386
Murray,5/6/2020,20,0,101,A,Entirely rural,EDR 8 - Southwest,Southwest,8394
Nicollet,5/6/2020,17,2,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,33477
Nobles,5/6/2020,1082,2,105,B,Town/rural mix,EDR 8 - Southwest,Southwest,21854
Norman,5/6/2020,9,0,107,A,Entirely rural,EDR 1 - Northwest,Northwest,6589
Olmsted,5/6/2020,322,8,109,D,Entirely urban,EDR 10 - Southeast,Southeast,151685
Otter Tail,5/6/2020,19,0,111,B,Town/rural mix,EDR 4 - West Central,Northwest,57790
Pennington,5/6/2020,1,0,113,B,Town/rural mix,EDR 1 - Northwest,Northwest,14197
Pine,5/6/2020,61,0,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,29057
Pipestone,5/6/2020,4,0,117,B,Town/rural mix,EDR 8 - Southwest,Southwest,9229
Polk,5/6/2020,43,0,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,31564
Pope,5/6/2020,1,0,121,B,Town/rural mix,EDR 4 - West Central,Northwest,10932
Ramsey,5/6/2020,656,38,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,537893
Red Lake,5/6/2020,1,0,125,A,Entirely rural,EDR 1 - Northwest,Northwest,4017
Redwood,5/6/2020,3,0,127,B,Town/rural mix,EDR 8 - Southwest,Southwest,15430
Renville,5/6/2020,6,0,129,A,Entirely rural,EDR 6E- Southwest Central,Central,14798
Rice,5/6/2020,30,1,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,65251
Rock,5/6/2020,18,0,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest,9433
Roseau,5/6/2020,1,0,135,B,Town/rural mix,EDR 1 - Northwest,Northwest,15537
Scott,5/6/2020,90,1,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,141463
Sherburne,5/6/2020,80,1,141,D,Entirely urban,EDR 7W- Central,Central,92024
Sibley,5/6/2020,2,0,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,14888
St. Louis,5/6/2020,86,11,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,200294
Stearns,5/6/2020,975,3,145,C,Urban/town/rural mix,EDR 7W- Central,Central,155300
Steele,5/6/2020,29,0,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,36612
Stevens,5/6/2020,NA,NA,149,B,Town/rural mix,EDR 4 - West Central,Northwest,9759
Swift,5/6/2020,2,0,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,9448
Todd,5/6/2020,18,0,153,B,Town/rural mix,EDR 5 - North Central,Northwest,24423
Traverse,5/6/2020,2,0,155,A,Entirely rural,EDR 4 - West Central,Northwest,3357
Wabasha,5/6/2020,10,0,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,21490
Wadena,5/6/2020,3,0,159,B,Town/rural mix,EDR 5 - North Central,Northwest,13626
Waseca,5/6/2020,7,0,161,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,18898
Washington,5/6/2020,181,12,163,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,250979
Watonwan,5/6/2020,15,0,165,B,Town/rural mix,EDR 9 - South Central,Southwest,10936
Wilkin,5/6/2020,11,3,167,B,Town/rural mix,EDR 4 - West Central,Northwest,6398
Winona,5/6/2020,68,15,169,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,50992
Wright,5/6/2020,69,1,171,C,Urban/town/rural mix,EDR 7W- Central,Central,131130
Yellow Medicine,5/6/2020,3,0,173,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,9930
Aitkin,5/7/2020,1,0,001,A,Entirely rural,EDR 3 - Arrowhead,Northeast,15841
Anoka,5/7/2020,426,27,003,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,344861
Becker,5/7/2020,18,0,005,C,Urban/town/rural mix,EDR 4 - West Central,Northwest,33552
Beltrami,5/7/2020,6,0,007,B,Town/rural mix,EDR 2 - Headwaters,Northwest,45847
Benton,5/7/2020,64,1,009,C,Urban/town/rural mix,EDR 7W- Central,Central,39360
Big Stone,5/7/2020,2,0,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest,5039
Blue Earth,5/7/2020,55,0,013,D,Entirely urban,EDR 9 - South Central,Southwest,65767
Brown,5/7/2020,9,1,015,B,Town/rural mix,EDR 9 - South Central,Southwest,25243
Carlton,5/7/2020,62,0,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,35408
Carver,5/7/2020,58,0,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,98799
Cass,5/7/2020,7,0,021,B,Town/rural mix,EDR 5 - North Central,Northwest,28810
Chippewa,5/7/2020,5,0,023,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,12040
Chisago,5/7/2020,14,1,025,D,Entirely urban,EDR 7E- East Central,Central,54297
Clay,5/7/2020,222,15,027,D,Entirely urban,EDR 4 - West Central,Northwest,62040
Clearwater,5/7/2020,2,0,029,B,Town/rural mix,EDR 2 - Headwaters,Northwest,8824
Cook,5/7/2020,NA,NA,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,5270
Cottonwood,5/7/2020,43,0,033,B,Town/rural mix,EDR 8 - Southwest,Southwest,11437
Crow Wing,5/7/2020,23,1,035,B,Town/rural mix,EDR 5 - North Central,Northwest,63505
Dakota,5/7/2020,322,12,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,414655
Dodge,5/7/2020,21,0,039,D,Entirely urban,EDR 10 - Southeast,Southeast,20485
Douglas,5/7/2020,14,0,041,B,Town/rural mix,EDR 4 - West Central,Northwest,36891
Faribault,5/7/2020,7,0,043,B,Town/rural mix,EDR 9 - South Central,Southwest,13966
Fillmore,5/7/2020,12,1,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,20825
Freeborn,5/7/2020,39,0,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,30619
Goodhue,5/7/2020,25,0,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,46138
Grant,5/7/2020,1,0,051,A,Entirely rural,EDR 4 - West Central,Northwest,5923
Hennepin,5/7/2020,2962,342,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,1224763
Houston,5/7/2020,2,0,055,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,18709
Hubbard,5/7/2020,NA,NA,057,B,Town/rural mix,EDR 2 - Headwaters,Northwest,20743
Isanti,5/7/2020,7,0,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,38584
Itasca,5/7/2020,24,0,061,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,45237
Jackson,5/7/2020,29,0,063,B,Town/rural mix,EDR 8 - Southwest,Southwest,10104
Kanabec,5/7/2020,4,0,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,15948
Kandiyohi,5/7/2020,238,1,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,42577
Kittson,5/7/2020,1,0,069,A,Entirely rural,EDR 1 - Northwest,Northwest,4384
Koochiching,5/7/2020,1,0,071,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,12776
Lac qui Parle,5/7/2020,2,0,073,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest,6840
Lake,5/7/2020,1,0,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,10578
Lake of the Woods,5/7/2020,NA,NA,077,A,Entirely rural,EDR 2 - Headwaters,Northwest,3841
Le Sueur,5/7/2020,28,0,079,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,27810
Lincoln,5/7/2020,3,0,081,A,Entirely rural,EDR 8 - Southwest,Southwest,5724
Lyon,5/7/2020,15,0,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,25789
Mahnomen,5/7/2020,2,1,087,A,Entirely rural,EDR 2 - Headwaters,Northwest,5500
Marshall,5/7/2020,8,0,089,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,9397
Martin,5/7/2020,111,4,091,B,Town/rural mix,EDR 9 - South Central,Southwest,20084
McLeod,5/7/2020,6,0,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,35816
Meeker,5/7/2020,18,0,093,B,Town/rural mix,EDR 6E- Southwest Central,Central,23105
Mille Lacs,5/7/2020,6,1,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,25635
Morrison,5/7/2020,11,0,097,B,Town/rural mix,EDR 5 - North Central,Northwest,32880
Mower,5/7/2020,36,0,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,39386
Murray,5/7/2020,25,0,101,A,Entirely rural,EDR 8 - Southwest,Southwest,8394
Nicollet,5/7/2020,18,2,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,33477
Nobles,5/7/2020,1153,2,105,B,Town/rural mix,EDR 8 - Southwest,Southwest,21854
Norman,5/7/2020,9,0,107,A,Entirely rural,EDR 1 - Northwest,Northwest,6589
Olmsted,5/7/2020,336,8,109,D,Entirely urban,EDR 10 - Southeast,Southeast,151685
Otter Tail,5/7/2020,21,0,111,B,Town/rural mix,EDR 4 - West Central,Northwest,57790
Pennington,5/7/2020,1,0,113,B,Town/rural mix,EDR 1 - Northwest,Northwest,14197
Pine,5/7/2020,61,0,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,29057
Pipestone,5/7/2020,5,0,117,B,Town/rural mix,EDR 8 - Southwest,Southwest,9229
Polk,5/7/2020,43,0,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,31564
Pope,5/7/2020,3,0,121,B,Town/rural mix,EDR 4 - West Central,Northwest,10932
Ramsey,5/7/2020,717,39,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,537893
Red Lake,5/7/2020,1,0,125,A,Entirely rural,EDR 1 - Northwest,Northwest,4017
Redwood,5/7/2020,3,0,127,B,Town/rural mix,EDR 8 - Southwest,Southwest,15430
Renville,5/7/2020,6,0,129,A,Entirely rural,EDR 6E- Southwest Central,Central,14798
Rice,5/7/2020,48,1,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,65251
Rock,5/7/2020,19,0,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest,9433
Roseau,5/7/2020,1,0,135,B,Town/rural mix,EDR 1 - Northwest,Northwest,15537
Scott,5/7/2020,100,1,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,141463
Sherburne,5/7/2020,88,1,141,D,Entirely urban,EDR 7W- Central,Central,92024
Sibley,5/7/2020,2,0,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,14888
St. Louis,5/7/2020,89,11,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,200294
Stearns,5/7/2020,1161,4,145,C,Urban/town/rural mix,EDR 7W- Central,Central,155300
Steele,5/7/2020,37,0,147,B,Town/rural mix,EDR 10 - Southeast,Southeast,36612
Stevens,5/7/2020,1,0,149,B,Town/rural mix,EDR 4 - West Central,Northwest,9759
Swift,5/7/2020,2,0,151,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,9448
Todd,5/7/2020,26,0,153,B,Town/rural mix,EDR 5 - North Central,Northwest,24423
Traverse,5/7/2020,2,0,155,A,Entirely rural,EDR 4 - West Central,Northwest,3357
Wabasha,5/7/2020,12,0,157,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,21490
Wadena,5/7/2020,4,0,159,B,Town/rural mix,EDR 5 - North Central,Northwest,13626
Waseca,5/7/2020,12,0,161,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,18898
Washington,5/7/2020,193,12,163,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,250979
Watonwan,5/7/2020,18,0,165,B,Town/rural mix,EDR 9 - South Central,Southwest,10936
Wilkin,5/7/2020,11,3,167,B,Town/rural mix,EDR 4 - West Central,Northwest,6398
Winona,5/7/2020,68,15,169,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,50992
Wright,5/7/2020,73,1,171,C,Urban/town/rural mix,EDR 7W- Central,Central,131130
Yellow Medicine,5/7/2020,3,0,173,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,9930
Aitkin,5/8/2020,2,0,001,A,Entirely rural,EDR 3 - Arrowhead,Northeast,15841
Anoka,5/8/2020,477,27,003,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,344861
Becker,5/8/2020,22,0,005,C,Urban/town/rural mix,EDR 4 - West Central,Northwest,33552
Beltrami,5/8/2020,6,0,007,B,Town/rural mix,EDR 2 - Headwaters,Northwest,45847
Benton,5/8/2020,76,2,009,C,Urban/town/rural mix,EDR 7W- Central,Central,39360
Big Stone,5/8/2020,2,0,011,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest,5039
Blue Earth,5/8/2020,55,0,013,D,Entirely urban,EDR 9 - South Central,Southwest,65767
Brown,5/8/2020,9,1,015,B,Town/rural mix,EDR 9 - South Central,Southwest,25243
Carlton,5/8/2020,64,0,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,35408
Carver,5/8/2020,69,0,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,98799
Cass,5/8/2020,7,0,021,B,Town/rural mix,EDR 5 - North Central,Northwest,28810
Chippewa,5/8/2020,5,0,023,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,12040
Chisago,5/8/2020,18,1,025,D,Entirely urban,EDR 7E- East Central,Central,54297
Clay,5/8/2020,229,15,027,D,Entirely urban,EDR 4 - West Central,Northwest,62040
Clearwater,5/8/2020,2,0,029,B,Town/rural mix,EDR 2 - Headwaters,Northwest,8824
Cook,5/8/2020,NA,NA,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,5270
Cottonwood,5/8/2020,43,0,033,B,Town/rural mix,EDR 8 - Southwest,Southwest,11437
Crow Wing,5/8/2020,24,1,035,B,Town/rural mix,EDR 5 - North Central,Northwest,63505
Dakota,5/8/2020,364,12,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,414655
Dodge,5/8/2020,24,0,039,D,Entirely urban,EDR 10 - Southeast,Southeast,20485
